name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Coimbatore,India",2023-02-22,33,20,27.2,30.9,20,26.3,10.9,39.8,0,0,0,,0,0,24.1,22.3,68.6,1013.6,11.7,4.6,308.7,26.7,10,10,2023-02-22T06:40:23,2023-02-22T18:31:10,0.06,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-23,33,20,26.5,30.8,20,25.8,10.6,41,0,0,0,,0,0,21.2,22.3,62.1,1013.7,11.7,4.8,310.9,26.9,10,10,2023-02-23T06:39:58,2023-02-23T18:31:20,0.1,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-24,32.8,21,26.5,31.8,21,26.2,14.5,50.7,0,0,0,,0,0,17.3,14.8,60.4,1014.3,14.6,4.3,277.8,24,10,10,2023-02-24T06:39:32,2023-02-24T18:31:28,0.13,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-25,34,21,27.7,31.7,21,26.9,11.7,42.5,0,0,0,,0,0,33.5,25.9,67.4,1015.6,11.7,4.5,311.4,27,10,10,2023-02-25T06:39:06,2023-02-25T18:31:37,0.16,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-26,33.2,19,26.6,30.8,19,25.8,8.8,37,0,0,0,,0,0,37.1,25.9,72.2,1016.7,12.7,6,316.6,27.4,10,10,2023-02-26T06:38:38,2023-02-26T18:31:45,0.2,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-27,32,19,25.7,30.1,19,25.2,12,47.1,0,0,0,,0,0,19.1,18.4,65.1,1017.3,11.7,5.1,317.8,27.4,10,10,2023-02-27T06:38:11,2023-02-27T18:31:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-28,32.8,20,26.4,31.3,20,26.3,14.1,49.2,0,0,0,rain,0,0,36.4,27.7,74.2,1016.6,46.3,4.4,298.2,25.8,10,10,2023-02-28T06:37:42,2023-02-28T18:31:59,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-01,32,23,27.5,32,23,27.6,17.6,57,0,0,0,,0,0,34.2,22.3,71.1,1016.4,52.3,4.7,297,25.8,10,10,2023-03-01T06:37:13,2023-03-01T18:32:06,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-02,32,22,27,30.4,22,26.6,14.7,51.4,0,0,0,,0,0,26.6,25.9,72.4,1017,28.9,4.9,306.9,26.5,10,10,2023-03-02T06:36:43,2023-03-02T18:32:12,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-03,33,18,26.2,30.7,18,25.3,8.5,37.5,0,0,0,,0,0,28.8,22.3,66.1,1017.8,40.8,5.1,311.2,26.9,10,10,2023-03-03T06:36:13,2023-03-03T18:32:17,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43335099999,43317099999"
"Coimbatore,India",2023-03-04,33,19.9,26.8,30.7,19.9,26.2,11.8,44.8,0,0,0,,0,0,33.8,24.1,60.4,1017.4,11.3,4.8,312,26.8,10,10,2023-03-04T06:35:42,2023-03-04T18:32:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-05,34,21,28.4,33.3,21,27.9,14.3,45.2,0,0,0,,0,0,32.4,20.5,62.9,1016.6,16.4,5.3,300.1,25.9,10,10,2023-03-05T06:35:11,2023-03-05T18:32:27,0.43,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-06,34,20,27.4,31.5,20,26.5,10.1,38.8,0,0,0,,0,0,20.5,20.5,67.3,1015.5,11.8,6.1,315.8,27.3,10,10,2023-03-06T06:34:39,2023-03-06T18:32:32,0.46,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-07,33,21,26.7,31.2,21,26.3,13.7,49.1,0,0,0,,0,0,22,22.3,63.1,1014.6,53.1,5.8,271.4,23.4,10,10,2023-03-07T06:34:07,2023-03-07T18:32:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-08,33,22,27.6,31.2,22,27.1,14.7,49.9,0,0,0,,0,0,27.4,22.3,74.7,1014.6,27.4,4.8,316.1,27.2,10,10,2023-03-08T06:33:34,2023-03-08T18:32:39,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-09,32.9,22,27.5,31.1,22,27.1,14.3,47.2,0,0,0,,0,0,27.7,26.1,71.1,1014.1,34.1,4.9,292,25.3,10,10,2023-03-09T06:33:01,2023-03-09T18:32:43,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-10,33.1,21,27.2,30.8,21,26.6,13.1,47.5,0,0,0,,0,0,20.5,20.5,79,1013.6,39.6,6.5,273.7,23.7,9,10,2023-03-10T06:32:28,2023-03-10T18:32:46,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-11,34,22,27.8,32.3,22,27.4,15.3,51,0,0,0,,0,0,28.1,22.3,73.4,1013.5,24.8,4.7,313.1,26.8,10,10,2023-03-11T06:31:54,2023-03-11T18:32:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-12,33.1,22.9,28.1,32,22.9,27.9,16.8,54.2,0,0,0,,0,0,37.1,25.9,72.1,1013.4,37.5,4.6,315.1,27.1,10,10,2023-03-12T06:31:20,2023-03-12T18:32:51,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-13,34,23,28.7,32.7,23,28.4,16.3,51.2,0,0,0,,0,0,27,18.4,66.6,1012.4,24.1,4.9,313.8,27,10,10,2023-03-13T06:30:45,2023-03-13T18:32:53,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-14,35,22.9,29.2,33.6,22.9,28.8,14.7,43.7,0,0,0,,0,0,19.4,16.6,79.4,1010.9,18.5,4.6,313.1,27.1,10,10,2023-03-14T06:30:10,2023-03-14T18:32:55,0.74,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-15,35,23,29,33.5,23,29.2,17,53.4,0,0,0,,0,0,22.3,16.5,91.4,1010.3,28.9,4.1,315.2,27.2,10,10,2023-03-15T06:29:35,2023-03-15T18:32:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-16,34,23,28.2,35.8,23,29.1,19.6,61.7,0,0,0,rain,0,0,34.2,14.8,53.5,1011.3,63.1,5.1,287,25,10,30,2023-03-16T06:29:00,2023-03-16T18:32:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-17,34,24.7,28.6,35.8,24.7,29.7,20.1,61.6,0,0,0,rain,0,0,15.1,13,49.8,1011.2,51.7,4.6,295,25.5,10,30,2023-03-17T06:28:25,2023-03-17T18:33:00,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-18,34,24.8,28.6,34.8,24.8,29.8,20.2,62,0,0,0,rain,0,0,15.8,20.5,6,1011,65.4,4.8,274.9,23.8,9,10,2023-03-18T06:27:49,2023-03-18T18:33:01,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-19,35,25,29,36.3,25,29.9,20.1,61.3,0,0,0,,0,0,33.1,25.9,224.4,1009.7,37.5,5,311.2,27,10,10,2023-03-19T06:27:13,2023-03-19T18:33:02,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-20,35,24,28.8,35.6,24,29.2,18.8,58.3,0,0,0,,0,0,38.9,20.5,213.9,1009.5,35.6,5,292.1,25.3,10,10,2023-03-20T06:26:37,2023-03-20T18:33:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-21,36,23,29.2,35.1,23,28.8,16,49.7,0,0,0,,0,0,36.7,25.9,218.1,1009.2,38.6,4.9,317.1,27.2,10,10,2023-03-21T06:26:01,2023-03-21T18:33:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-22,36,22,28.8,34.4,22,28.6,16.2,52.1,0,0,0,,0,0,31.3,18.4,219.1,1010,30.5,5.7,323,27.9,10,10,2023-03-22T06:25:24,2023-03-22T18:33:04,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-23,36,23.2,29.4,37.3,23.2,30.3,19.4,58.3,0,0,0,,0,0,28.4,22.3,213.8,1010,34,4.9,294.5,25.4,10,10,2023-03-23T06:24:48,2023-03-23T18:33:04,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-24,35.9,24,28.2,37.3,24,28.9,21.1,68.7,22,100,4.17,rain,0,0,36.4,22.3,244.6,1010.6,52.5,4.6,230.4,20,10,30,2023-03-24T06:24:12,2023-03-24T18:33:04,0.08,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-25,34,24,28.8,36.3,24,30,20.8,64.8,0,0,0,rain,0,0,22.3,24.3,175.3,1011.7,52.7,4.6,262.9,22.8,10,10,2023-03-25T06:23:35,2023-03-25T18:33:05,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-26,35,25,28.7,36.3,25,29.6,20.4,63.6,1,100,4.17,rain,0,0,27,24.1,213.8,1010.9,45.7,4.7,288.4,24.9,10,10,2023-03-26T06:22:59,2023-03-26T18:33:05,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-27,34,23.9,27.8,35.1,23.9,28.4,19.8,64.9,3,100,4.17,rain,0,0,25.6,11.2,205.3,1010.9,62.5,4.9,286.5,24.9,10,10,2023-03-27T06:22:22,2023-03-27T18:33:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-28,36,23.8,29.7,40.8,23.8,30.9,20,60.1,0,0,0,,0,0,30.2,13.9,164.6,1010.4,36.8,4.9,309.2,26.7,10,10,2023-03-28T06:21:46,2023-03-28T18:33:06,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-29,35,26,29.6,36.3,26,31.6,21.3,63.4,0,0,0,rain,0,0,27.7,18.4,215.6,1011.6,56.8,4.9,308.5,26.7,10,10,2023-03-29T06:21:09,2023-03-29T18:33:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-30,36,23.9,28.5,36.3,23.9,29.1,20.5,65.7,0.8,100,4.17,rain,0,0,26.6,18.4,213.8,1011.1,47.2,4.5,310.9,26.8,10,10,2023-03-30T06:20:33,2023-03-30T18:33:06,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43317099999"
"Coimbatore,India",2023-03-31,36,24,29.1,36.7,24,29.8,19.4,59.3,0,0,0,,0,0,29.2,19.1,206.4,1010.3,36.4,6.1,316.1,27.3,10,10,2023-03-31T06:19:57,2023-03-31T18:33:07,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,remote"
"Coimbatore,India",2023-04-01,35,24,28.9,36.8,24,29.9,20.2,62.4,1,100,16.67,rain,0,0,33.5,22.3,195.8,1010.7,34.4,6.2,280.4,24.2,10,10,2023-04-01T06:19:21,2023-04-01T18:33:07,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,remote"
"Coimbatore,India",2023-04-02,34,24,28.5,34.5,24,29,20.1,63.4,2.6,100,41.67,rain,0,0,25.6,18.4,209.5,1010.7,44.3,5.4,224.3,19.5,10,10,2023-04-02T06:18:45,2023-04-02T18:33:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,VOCB
"Coimbatore,India",2023-04-03,36,24,29.2,37.3,24,30.2,20.4,62.5,0.6,100,20.83,rain,0,0,29.5,18.4,211.3,1010.1,34.4,5.3,258.7,22.3,10,10,2023-04-03T06:18:09,2023-04-03T18:33:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,VOCB
"Coimbatore,India",2023-04-04,33.7,25,28.3,33.4,25,28.6,19,59.6,1.6,100,20.83,rain,0,0,20.2,16.9,195,1010.7,62.3,16.8,225.1,19.5,10,10,2023-04-04T06:17:33,2023-04-04T18:33:09,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,VOCB
"Coimbatore,India",2023-04-05,36.1,24.4,28.8,36,24.4,29.3,18.1,54.4,0.5,38.1,16.67,rain,0,0,28.8,21.6,206.7,1009.1,39.3,23.7,278.7,24.1,10,30,2023-04-05T06:16:58,2023-04-05T18:33:09,0.47,Partially cloudy,Becoming cloudy in the afternoon with storms possible.,partly-cloudy-day,
"Coimbatore,India",2023-04-06,36.4,23.5,29,36,23.5,29.4,18.8,57.9,0.2,19,8.33,rain,0,0,22.7,18.7,225.6,1009.3,62.2,24.1,312.2,26.9,10,30,2023-04-06T06:16:23,2023-04-06T18:33:10,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
"Coimbatore,India",2023-04-07,36.2,23.7,29.3,35.1,23.7,29.2,17.2,53,0,4.8,0,,0,0,27.7,19.1,106.4,1009.9,57.5,24.1,312,27.1,10,30,2023-04-07T06:15:48,2023-04-07T18:33:11,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Coimbatore,India",2023-04-08,35.4,23.5,28.8,33.6,23.5,28.3,15.4,48.8,0,0,0,,0,0,22.3,16.2,54.8,1011.6,64.2,24.1,322.9,28,10,10,2023-04-08T06:15:13,2023-04-08T18:33:13,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Coimbatore,India",2023-04-09,35.4,23.2,28.6,34.3,23.2,28.4,16.3,51.1,0.1,9.5,4.17,rain,0,0,20.2,13.3,26.5,1011.8,24.4,24.1,324,27.9,10,10,2023-04-09T06:14:39,2023-04-09T18:33:14,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Coimbatore,India",2023-04-10,35.8,23.2,28.9,34.7,23.2,28.8,17.1,53.7,0,14.3,0,,0,0,22.7,16.6,235.4,1011,6.2,24.1,323.5,27.6,10,30,2023-04-10T06:14:05,2023-04-10T18:33:16,0.65,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-11,36.2,23.7,29.1,35.8,23.7,29.2,17.7,54.6,0,14.3,0,,0,0,28.9,19.1,173.5,1011,4.4,24.1,321.8,27.6,10,60,2023-04-11T06:13:31,2023-04-11T18:33:17,0.68,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-12,37.3,23.8,29.5,36.7,23.8,29.7,18.7,58.3,0,14.3,0,,0,0,32.8,23,219,1010.8,6.2,24.1,322,27.6,10,30,2023-04-12T06:12:58,2023-04-12T18:33:19,0.72,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-13,38.5,23.8,29.9,37.9,23.8,30.4,19.1,58.3,0,4.8,0,,0,0,37.1,24.1,226.5,1008.5,12.8,24.1,322.4,27.6,10,60,2023-04-13T06:12:25,2023-04-13T18:33:22,0.75,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-14,38.6,23.8,30,37.8,23.8,30.5,18.9,56.8,0,9.5,0,,0,0,38.5,24.1,229.8,1007.5,2.3,24.1,321.6,27.6,10,30,2023-04-14T06:11:52,2023-04-14T18:33:24,0.79,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-15,38.3,24.4,29.9,37.6,24.4,30.5,19.2,56.9,0,14.3,0,,0,0,35.6,23,231.8,1008.6,0.4,24.1,318.4,27.3,10,30,2023-04-15T06:11:20,2023-04-15T18:33:27,0.82,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-16,38.4,24.1,29.6,37.7,24.1,30.4,19.6,59.2,0,14.3,0,,0,0,34.3,23.4,236.1,1008.4,3.8,24.1,317.8,27.3,10,60,2023-04-16T06:10:48,2023-04-16T18:33:30,0.86,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-17,38.8,23.5,29.6,39.1,23.5,30.3,19.5,59.3,0.5,14.3,8.33,rain,0,0,36,21.6,234.5,1007.3,18.7,24.1,317.8,27.3,10,60,2023-04-17T06:10:17,2023-04-17T18:33:33,0.9,Clear,Clear conditions throughout the day.,clear-day,
"Coimbatore,India",2023-04-18,38.7,23.7,29.4,38.7,23.7,30.1,19.6,60.1,0,14.3,0,,0,0,36.7,31.3,234.1,1008,0.6,24.1,313.9,27,10,60,2023-04-18T06:09:46,2023-04-18T18:33:37,0.93,Clear,Clear conditions throughout the day.,clear-day,
